BatterHeight,PitchDescription,sz_top,sz_bot,px,pz,pz_norm
numeric,numeric,numeric,numeric,numeric,numeric,numeric
6.25,0,3.691,1.812,0.746,2.893,0.150612028
6.25,1,3.691,1.812,0.063,2.348,-0.429483768
6.25,1,3.36,1.56,0.639,2.664,0.226666667
6.25,0,3.36,1.56,1.404,3.41,1.055555556
6.25,0,3.36,1.56,2.631,4.572,2.346666667
6.25,1,3.847,1.808,0.398,2.69,-0.134870034
6.25,0,3.38,1.63,0.869,1.979,-0.601142857
6.166666667,0,3.67,1.94,1.134,1.828,-1.129479769
5.916666667,1,3.32,1.69,-0.733,3.079,0.704294479
5.916666667,0,3.32,1.69,-1.044,1.754,-0.921472393
6,1,3.38,1.5,-0.805,2.842,0.427659574
6,1,3.38,1.5,-0.567,2.742,0.321276596
6.333333333,1,3.38,1.64,-0.169,2.676,0.190804598
6.333333333,1,3.38,1.64,-0.472,2.416,-0.108045977
5.833333333,1,2.89,1.22,0.944,2.872,0.978443114
6,0,3.25,1.45,-1.106,2.375,0.027777778
5.916666667,1,3.109,1.385,-0.632,2.582,0.38863109
6.333333333,0,3.596,1.729,-0.19,3.802,1.220674879
6,0,3.38,1.5,1.005,3.481,1.107446809
6,1,3.38,1.5,0.623,2.476,0.038297872
6,0,3.38,1.5,-0.939,1.915,-0.558510638
6.333333333,1,3.4,1.66,-0.748,2.215,-0.362068966
6.333333333,1,3.4,1.66,-0.753,2.066,-0.533333333
6.333333333,0,3.4,1.66,-1.464,2.46,-0.08045977
6.333333333,0,3.4,1.66,-1.04,1.781,-0.86091954
5.916666667,0,3.32,1.69,-0.698,1.992,-0.629447853
5.916666667,0,3.32,1.69,-1.687,2.005,-0.613496933
5.916666667,1,3.32,1.69,0.272,2.649,0.176687117
6,1,3.38,1.5,-0.394,3.085,0.686170213
6.333333333,0,3.38,1.64,1.556,3.007,0.571264368
6.333333333,1,3.38,1.64,0.647,2.178,-0.381609195
6.333333333,0,3.38,1.64,1.96,3.896,1.593103448
6.333333333,0,3.38,1.64,0.746,4.185,1.925287356
5.833333333,1,2.89,1.22,0.321,1.925,-0.155688623
5.833333333,0,2.89,1.22,-0.104,-0.432,-2.978443114
5.833333333,0,2.89,1.22,-0.696,3.322,1.517365269
5.833333333,0,2.89,1.22,-1.789,2.266,0.252694611
6,0,3.25,1.45,1.905,2.627,0.307777778
6,1,3.25,1.45,-0.512,2.423,0.081111111
5.916666667,0,3.109,1.385,0.594,3.49,1.44199536
5.916666667,0,3.109,1.385,1.449,3.543,1.503480278
6.333333333,0,3.596,1.729,0.968,4.782,2.270487413
6.333333333,0,3.596,1.729,0.803,4.297,1.750937333
6.333333333,1,3.596,1.729,-0.424,1.964,-0.748259239
5.916666667,0,3.32,1.69,-0.491,1.803,-0.861349693
5.916666667,0,3.32,1.69,-0.806,1.749,-0.927607362
5.916666667,1,3.32,1.69,0.691,2.99,0.595092025
5.916666667,1,3.32,1.69,0.844,2.285,-0.26993865
6,0,3.38,1.5,-1.787,3.09,0.691489362
6,1,3.38,1.5,-0.355,2.81,0.393617021
6.333333333,0,3.38,1.64,1.755,3.574,1.222988506
6.333333333,0,3.38,1.64,1.59,3.405,1.028735632
5.833333333,1,2.89,1.22,-0.947,2.722,0.798802395
5.833333333,1,2.89,1.22,-0.106,2.169,0.136526946
6,0,3.25,1.45,0.354,3.905,1.727777778
5.916666667,1,3.109,1.385,-0.703,1.914,-0.386310905
6.333333333,0,3.4,1.66,-1.968,2.016,-0.590804598
6.333333333,1,3.4,1.66,-0.735,2.31,-0.252873563
6.333333333,0,3.4,1.66,-1.077,2.969,0.504597701
6.333333333,1,3.4,1.66,-0.688,1.931,-0.688505747
6.333333333,0,3.4,1.66,-1.63,2.428,-0.117241379
5.916666667,1,3.32,1.69,-0.621,2.033,-0.579141104
5.916666667,1,3.32,1.69,-1.107,2.387,-0.144785276
5.916666667,0,3.32,1.69,0.996,1.109,-1.712883436
5.916666667,0,3.32,1.69,-0.772,1.909,-0.731288344
6.333333333,0,3.38,1.64,-0.9,3.55,1.195402299
6.333333333,0,3.38,1.64,-1.958,2.669,0.182758621
6.333333333,1,3.38,1.64,-0.86,2.086,-0.487356322
